"score","x_bd","y_bd","x_ed","y_ed"
"Calibrated P alone",0.105486842105263,0.452418650793651,0.660938461538462,0.935261111111111
"Calibrated P alone",0.103563596491228,0.447787698412698,0.664697435897436,0.936811111111111
"Calibrated P alone",0.101706140350877,0.443097222222222,0.668473076923077,0.938288888888889
"Calibrated P alone",0.0997894736842105,0.438462301587302,0.67224358974359,0.939783333333333
"Calibrated P alone",0.0979078947368421,0.433793650793651,0.675997435897436,0.941355555555556
"Calibrated P alone",0.096109649122807,0.429049603174603,0.679765384615385,0.942866666666667
"Calibrated P alone",0.0943837719298246,0.424240079365079,0.683582051282051,0.944166666666667
"Calibrated P alone",0.0925767543859649,0.419505952380952,0.68735,0.945672222222222
"Calibrated P alone",0.0907258771929825,0.414809523809524,0.691135897435897,0.947105555555556
"Calibrated P alone",0.0890131578947368,0.409988095238095,0.694920512820513,0.948544444444444
"Calibrated P alone",0.0872543859649123,0.405210317460317,0.69874358974359,0.949811111111111
"Calibrated P alone",0.0854583333333333,0.400464285714286,0.702566666666667,0.951083333333333
"Calibrated P alone",0.0837719298245614,0.395619047619048,0.70639358974359,0.952338888888889
"Calibrated P alone",0.0820328947368421,0.390823412698413,0.710215384615385,0.953611111111111
"Calibrated P alone",0.0803947368421053,0.385934523809524,0.714046153846154,0.95485
"Calibrated P alone",0.0787609649122807,0.381041666666667,0.717888461538462,0.956038888888889
"Calibrated P alone",0.0771820175438596,0.376099206349206,0.721752564102564,0.957133333333333
"Calibrated P alone",0.0756666666666667,0.37110119047619,0.725635897435897,0.958138888888889
"Calibrated P alone",0.0741162280701754,0.366132936507936,0.729483333333333,0.959305555555556
"Calibrated P alone",0.0725438596491228,0.361184523809524,0.733339743589744,0.960433333333333
"Calibrated P alone",0.0709868421052632,0.356224206349206,0.737219230769231,0.961455555555556
"Calibrated P alone",0.0694978070175439,0.351200396825397,0.741044871794872,0.962716666666667
"Calibrated P alone",0.0679802631578947,0.346202380952381,0.744902564102564,0.963838888888889
"Calibrated P alone",0.0664605263157895,0.341208333333333,0.748803846153846,0.964766666666667
"Calibrated P alone",0.0649956140350877,0.336162698412698,0.752694871794872,0.965744444444444
"Calibrated P alone",0.063594298245614,0.331059523809524,0.756580769230769,0.966744444444444
"Calibrated P alone",0.0621732456140351,0.325974206349206,0.760464102564103,0.967755555555556
"Calibrated P alone",0.0607105263157895,0.320928571428571,0.764326923076923,0.96885
"Calibrated P alone",0.0593574561403509,0.315781746031746,0.768235897435897,0.96975
"Calibrated P alone",0.0580241228070175,0.310617063492063,0.772153846153846,0.970611111111111
"Calibrated P alone",0.0566951754385965,0.305450396825397,0.776069230769231,0.971477777777778
"Calibrated P alone",0.0553223684210526,0.300321428571429,0.779952564102564,0.972488888888889
"Calibrated P alone",0.0539824561403509,0.295162698412698,0.783875641025641,0.973327777777778
"Calibrated P alone",0.0527543859649123,0.289904761904762,0.787820512820513,0.974066666666667
"Calibrated P alone",0.0513684210526316,0.284787698412698,0.791746153846154,0.974894444444444
"Calibrated P alone",0.0500328947368421,0.279625,0.79565641025641,0.975788888888889
"Calibrated P alone",0.0487609649122807,0.274404761904762,0.799602564102564,0.976527777777778
"Calibrated P alone",0.0475438596491228,0.269136904761905,0.803539743589744,0.9773
"Calibrated P alone",0.0463179824561403,0.263875,0.807480769230769,0.978061111111111
"Calibrated P alone",0.0451425438596491,0.25856746031746,0.811434615384615,0.978766666666667
"Calibrated P alone",0.0439232456140351,0.253301587301587,0.815416666666667,0.979344444444444
"Calibrated P alone",0.0427061403508772,0.248031746031746,0.819384615384615,0.979988888888889
"Calibrated P alone",0.0415526315789474,0.242704365079365,0.823352564102564,0.980633333333333
"Calibrated P alone",0.0403684210526316,0.237406746031746,0.827323076923077,0.981261111111111
"Calibrated P alone",0.039140350877193,0.232146825396825,0.831276923076923,0.981966666666667
"Calibrated P alone",0.0380372807017544,0.22677380952381,0.83525,0.982588888888889
"Calibrated P alone",0.0369188596491228,0.221414682539683,0.839205128205128,0.983288888888889
"Calibrated P alone",0.0357828947368421,0.216073412698413,0.843201282051282,0.983805555555556
"Calibrated P alone",0.0346995614035088,0.21068253968254,0.847183333333333,0.984388888888889
